No.,Z1,Z2
33,-1.1607490302874466,-0.1597629441395813
159,-0.5073825392136619,-2.0633461823320567
153,-2.55152183346604,-0.15847108075734373
163,-0.2195763149072161,-2.033303889573546
151,-1.8004177912953598,-0.18242209478699534
156,-1.6885107493523916,-0.5485111402520367
34,-1.590937858993593,0.27313386673708273
154,-1.0156236840622088,-0.9567456463414676
196,-1.6645263796029703,-0.650439532270479
133,1.2840016313513232,2.6254976891657256
68,0.5242419341197408,-0.28798178634009586
35,-1.7483092302875693,0.06083667477570398
36,-2.107499649568675,1.0520588246199702
132,1.315952881338102,2.4604083737169136
70,0.006929079099908114,-0.07701261779375763
146,3.8895370871117514,1.0484918803856829
197,-0.7124510898250811,-0.9501295331672336
60,4.070018285722668,0.16386519165666757
29,-1.614150998312762,1.0974802037125682
136,0.8097741147984203,-0.8027388012138772
117,2.2469716802640107,0.8389854009194464
63,1.5324553229080042,-0.5272280204145843
118,1.6511497400848576,0.11161591128641346
126,1.9290605913780348,-1.6994177219862423
23,-3.09475048851793,0.9792459828830453
206,-0.9411696475467748,-2.093577098384388
231,-1.7466799162739752,0.12468211727273057
186,-0.011897404137237763,-2.344499355098929
105,1.9949122478552554,0.6507032714391354
31,-2.1757109489925326,1.1103826898233566
172,-0.5906245186275487,-1.9404076420150496
129,1.646255479116503,-0.9559140994209961
28,-2.3265409011343996,1.46330930325855
168,-1.9162483551445217,-1.2303366564789275
173,0.05540132689589382,-2.019302366673371
43,-2.593228687195294,1.1172341595284985
200,-1.0000749602565315,0.11593722869487763
142,0.8192872454460386,-0.6585721289523424
188,-0.5302151569483524,-0.7200143616076702
143,2.8151543867111566,0.3925068886698333
135,1.8904813192642287,-1.789788130712072
113,0.7446763782315444,1.772449415394233
48,3.8380633017034893,-0.2510502963331883
233,-1.8122247209026856,-0.33652154710990867
26,-1.8094763620906242,1.0080802914181248
38,-2.2793037310514253,1.3055458667576239
185,-0.8474320228019128,-2.232025387360611
141,1.2656606084922135,-1.2838534098289058
85,3.1884946696467917,1.5504705775101737
49,0.22283460751760803,-0.8300848914612391
116,0.5219227140712042,-0.3413343185800125
15,-1.1283070837655795,0.031236261211073257
95,2.167142896972016,-1.701183455263232
62,-0.2622193425402665,0.3291817892812821
137,2.882310659973133,-1.9263989926847946
145,1.7947906987161004,-0.8177669836525716
183,-1.1131195905167282,-0.5786594206590467
77,0.6556724728758456,0.6940993102988582
89,3.6342084283731597,1.9967603296448924
91,4.208418985004146,1.5924830391430544
5,-1.2169905960887446,-0.06551265677164032
84,1.6209751677608408,-0.3254873069894155
39,-2.306894131882438,1.0694507905552135
7,-0.9779435324377083,0.18133006743286612
199,-0.7970021670281389,-1.1263038719239156
134,4.427249502452532,0.5435106470649762
58,2.2049736387908045,-1.2247232789309703
76,1.399253740670679,0.9906166476680176
131,2.4035332413847765,0.28702827774780904
119,2.2653724781092497,0.7140409578717685
45,-2.441348574322281,0.8054051610650587
59,4.78079580800726,1.8845028731379387
182,-1.794691598891466,0.25690866445214877
184,-1.8769714178240489,0.5255566546098251
21,-2.958737996941512,2.3763484702841646
19,-0.5841186141823772,1.247065964035131
47,1.2574810694779268,-0.5681375432345936
165,-0.987429734031974,-0.19578531382140493
167,-1.7338747061738216,-0.13840003713294596
229,-1.476918253439795,-0.9642461789449654
44,-0.9522308593382295,1.5043647090208787
22,-2.3165346605351127,1.1362181319204043
37,-1.8670353407842575,1.357881252138585
78,2.88191003784396,-1.0999607439729409
110,0.35029524229597586,-0.9202448352664374
209,-1.324191361177307,-0.05303567870998843
10,-2.8334800544725685,1.9607121752912628
30,-2.9642637946077626,0.6607444205442665
187,-0.4382519193498492,-0.17021425461769982
52,0.7146932727580574,-0.8663788579830558
83,2.5995312429186943,-1.0570789972210652
94,2.7591606749882294,0.4134129482389912
171,-0.5192396210244319,-1.3096027069298737
215,-0.8225539479205004,-0.3756354326515124
88,1.4480715835372444,-0.21188760511137217
101,2.2532687498603443,1.5588095297798765
216,-0.14550991305568262,-0.9477500418058193
79,2.6547650745099554,0.5558791317831616
24,-0.8373281034103087,0.6661052492093407
92,0.9359276108519932,0.48776754725440086
157,-1.3832133332536318,1.2288569437603476
193,-0.9960809952746053,-0.6631499108920663
9,-1.7899450725665722,0.45173075208029884
46,-1.3103245514321766,0.0424463700792472
99,0.7256732448459307,0.02204419694688972
75,1.3564055019463177,-0.5298082246219139
4,-0.714617187061533,1.0738499724771289
90,3.6701557582825126,-1.1182661970772252
192,-1.6091817617330335,-0.34578283055824843
218,-2.3423530304833737,0.6491139978615686
204,-1.052034391553905,-1.1480144854645895
232,-1.9721757872716854,0.8589736060589392
53,3.321330406501395,1.095739220970106
201,-2.0805046886086385,1.084466215623004
150,-0.9917310020253463,-0.8737446301039142
220,-1.3959776311957504,-0.7836226991288125
42,-1.4504263903686423,1.8507466556393803
114,3.62310083246156,0.32620585371509914
152,-1.5899412419430108,-0.9285266440887028
1,-1.4056633687217963,1.3459801972106586
96,1.8429862554096497,-0.29487321393553934
56,3.5448822723121673,0.01635570159493005
25,-0.9024437776145239,1.3169694520329849
51,-0.5680282083675299,1.3443897608130935
103,1.7511852941767494,0.12340639549879362
155,-0.9395553310147738,-0.8806539164560476
98,0.8959932881766202,-0.15785954527931018
65,0.06445656790579836,1.8735322694065903
106,2.057191028805954,0.328558882255024
179,-1.3803877888524327,0.9818837976719843
108,3.5608378702595123,1.3427132097092755
177,-1.5784816945839482,-1.027363999012216
170,-1.878734286619493,-0.15645301521967803
100,0.5348459616023354,1.0249673429410744
125,1.6079809558125526,1.7281975739530837
122,-0.14375194893555854,-2.2165635137379693
178,-1.7047023318690269,-0.08493810969075725
217,-2.12291306315383,-0.42704964391149647
191,-0.6173396453949329,-3.185408484122396
13,-1.5341512935909871,0.8766414832459537
176,-0.8080254525768701,-0.47710664144799925
212,-0.9631082326925364,-0.7897476490609749
140,1.618157574708312,-1.3457580580972783
55,0.9715913375833262,-0.9394569967309954
66,-0.6872535313161985,-2.7739344663732592
234,-1.4510363407406714,-0.23234945897829104
214,-0.9930734426058794,-0.6739644471415085
27,-1.7082944823700181,0.36366817504720295
205,-1.5205476464868377,-0.22787776746311877
80,1.6515610183325864,-0.700348402416811
123,1.421720170228186,1.1686064065029214
102,2.3150667769431035,0.11045531050127849
120,1.7356365854093538,-0.21733261569607815
67,0.07066079406777123,-0.09334683717534775
73,0.7277568295908159,3.4857311510003597
194,-0.1018912467001725,-1.0527093420811566
211,-1.0253201241981984,-0.038112774969039254
222,-1.6793897134672389,-0.9039429035759807
12,-1.4784041091171134,1.1691605873759734
69,-0.25479639998847153,-0.3718646648277212
166,-0.9530065179697912,-0.3456306226235232
54,-0.7092921664443017,-0.8643886640526899
180,-1.1096941399195788,-0.7965960406061645
